6.9,10,0,0,1
6.9,12,0,0,1
6.9,12,0,0,1
6.9,60,0,0,1
6.9,30,0,0,1
6.9,13,1,-7.2278,1
6.9,10,1,-9.09374,1
6.9,44,0,0,1
6.9,17,0,0,1
6.9,10,0,0,1
6.9,48,0,0,1
6.9,19,1,-5.43243,1
6.9,10,0,0,1
6.9,22,1,-0.252876,1
6.9,10,0,0,1
6.9,28,0,0,1
6.9,22,0,0,1
6.9,11,1,-7.39299,1
6.9,10,0,0,1
6.9,12,0,0,1
6.9,20,0,0,1
6.9,29,0,0,1
6.9,10,0,0,1
6.9,11,0,0,1
6.9,21,0,0,1
6.9,17,0,0,1
6.9,18,1,-9.50025,1
6.9,33,0,0,1
6.9,24,0,0,1
7,50,0,0,1
7,20,0,0,1
7,70,1,-9.90167,1
7,33,0,0,1
7,25,0,0,1
7,40,0,0,1
7,33,0,0,1
7,5,0,0,1
7,10,0,0,1
7,50,0,0,1
7,33,0,0,1
7,20,0,0,1
7,80,0,0,1
7,60,0,0,1
7,40,1,-50.5179,1
7,13,0,0,1
7,34,0,0,1
7,34,0,0,1
7,15,0,0,1
7,41,0,0,1
7,44,0,0,1
7,46,0,0,1
7,25,0,0,1
7,22,0,0,1
7,29,0,0,1
7,34,0,0,1
7,20,0,0,1
7,10,0,0,1
7,10,0,0,1
7,39,0,0,1
7,11,0,0,1
7,10,0,0,1
7,23,0,0,1
7,28,0,0,1
7,23,0,0,1
7,21,0,0,1
7,10,0,0,1
7,10,0,0,1
7,70,0,0,1
7,12,0,0,1
7,70,0,0,1
7,33,0,0,1
7,15,0,0,1
7,33,0,0,1
7,33,0,0,1
7,100,1,-129.608,1
7,20,1,-6.13698,1
7,25,0,0,1
7,27,1,-0.379435,1
7.1,30,0,0,1
7.1,40,0,0,1
7.1,20,0,0,1
7.1,20,0,0,1
7.1,20,0,0,1
7.1,33,0,0,1
7.1,40,1,-0.449743,1
7.1,30,0,0,1
7.1,48,0,0,1
7.1,30,0,0,1
7.1,9,0,0,1
7.1,10,0,0,1
7.1,50,0,0,1
7.1,40,0,0,1
7.1,63,1,-39.2393,1
7.1,11,0,0,1
7.1,32,0,0,1
7.1,11,1,-27.832,1
7.1,28,0,0,1
7.1,21,0,0,1
7.1,33,0,0,1
7.1,10,0,0,1
7.1,34,0,0,1
7.1,25,0,0,1
7.1,42,1,-0.552795,1
7.1,32,0,0,1
7.1,26,0,0,1
7.1,16,0,0,1
7.1,19,0,0,1
7.1,33,1,-0.627135,1
7.1,31,0,0,1
7.1,35,0,0,1
7.2,33,0,0,1
7.2,20,1,-27.9952,1
7.2,10,0,0,1
7.2,40,0,0,1
7.2,25,0,0,1
7.2,23,0,0,1
7.2,15,0,0,1
7.2,44,0,0,1
7.2,7,0,0,1
7.2,27,0,0,1
7.2,65,0,0,1
7.2,10,0,0,1
7.2,37,0,0,1
7.2,44,0,0,1
7.2,10,0,0,1
7.2,37,1,-13.4209,1
7.2,23,0,0,1
7.2,15,1,-5.6941,1
7.2,21,0,0,1
7.2,21,0,0,1
7.2,14,0,0,1
7.2,10,0,0,1
7.2,36,0,0,1
7.2,35,0,0,1
7.2,22,0,0,1
7.2,25,0,0,1
7.2,31,0,0,1
7.2,24,1,-36.2158,1
7.2,10,0,0,1
7.2,10,1,-828.885,1
7.2,90,0,0,1
7.2,22,0,0,1
7.2,50,0,0,1
7.2,35,0,0,1
7.2,33,1,-56.0198,1
7.2,10,0,0,1
7.3,70,0,0,1
7.3,40,0,0,1
7.3,10,0,0,1
7.3,60,1,-57.6989,1
7.3,20,0,0,1
7.3,21,0,0,1
7.3,33,0,0,1
7.3,47,0,0,1
7.3,40,0,0,1
7.3,36,1,-2.07861,1
7.3,51,0,0,1
7.3,28,1,-16.5441,1
7.3,16,0,0,1
7.3,33,0,0,1
7.3,33,0,0,1
7.3,24,0,0,1
7.3,33,0,0,1
7.3,35,0,0,1
7.3,30,0,0,1
7.3,10,0,0,1
7.3,16,0,0,1
7.3,52,0,0,1
7.3,28,0,0,1
7.3,24,0,0,1
7.3,40,0,0,1
7.3,33,0,0,1
7.3,33,0,0,1
7.3,45,0,0,1
7.3,40,0,0,1
7.3,23,1,-3.05826,1
7.4,33,0,0,1
7.4,33,0,0,1
7.4,33,0,0,1
7.4,15,0,0,1
7.4,10,0,0,1
7.4,60,0,0,1
7.4,30,0,0,1
7.4,56,0,0,1
7.4,66,0,0,1
7.4,55,0,0,1
7.4,48,0,0,1
7.4,21,0,0,1
7.4,10,0,0,1
7.4,10,0,0,1
7.4,156,0,0,1
7.4,36,0,0,1
7.4,14,0,0,1
7.4,33,0,0,1
7.4,20,1,-29.0528,1
7.4,35,0,0,1
7.4,17,0,0,1
7.4,29,0,0,1
7.4,23,1,-32.656,1
7.5,80,0,0,1
7.5,33,0,0,1
7.5,33,0,0,1
7.5,80,0,0,1
7.5,35,1,-110.398,1
7.5,10,0,0,1
7.5,15,0,0,1
7.5,60,0,0,1
7.5,65,1,-2.02211,1
7.5,50,1,-29.0528,1
7.5,20,0,0,1
7.5,40,0,0,1
7.5,30,0,0,1
7.5,33,0,0,1
7.5,33,0,0,1
7.5,43,1,-36.2997,1
7.5,33,0,0,1
7.5,5,1,-62.3712,1
7.5,33,0,0,1
7.5,33,0,0,1
7.5,11,0,0,1
7.5,71,0,0,1
7.5,10,0,0,1
7.5,33,0,0,1
7.5,33,0,0,1
7.5,31,0,0,1
7.5,24,0,0,1
7.5,10,0,0,1
7.5,81,0,0,1
7.5,35,0,0,1
7.5,32,0,0,1
7.5,10,0,0,1
7.5,31,0,0,1
7.5,40,0,0,1
7.5,80,1,-65.3277,1
7.5,130,0,0,1
7.5,33,1,-81.9698,1
7.5,60,1,-14.3551,1
7.5,33,1,-62.1882,1
7.5,5,0,0,1
7.5,42,1,-7.61766,1
7.6,12,0,0,1
7.6,50,0,0,1
7.6,60,0,0,1
7.6,35,0,0,1
7.6,30,0,0,1
7.6,55,0,0,1
7.6,60,0,0,1
7.6,74,0,0,1
7.6,6,0,0,1
7.6,20,0,0,1
7.6,25,0,0,1
7.6,73,0,0,1
7.6,50,0,0,1
7.6,33,0,0,1
7.6,19,0,0,1
7.6,33,0,0,1
7.6,49,1,-34.2963,1
7.6,33,0,0,1
7.6,31,1,-8.38585,1
7.6,62,1,-36.6786,1
7.6,36,0,0,1
7.6,10,1,-20.8375,1
7.6,13,1,-3.76753,1
7.6,26,0,0,1
7.6,13,0,0,1
7.6,17,0,0,1
7.6,34,0,0,1
7.6,45,0,0,1
7.6,17,0,0,1
7.6,28,0,0,1
7.6,35,1,-6.66338,1
7.6,40,1,-3.23282,1
7.6,29,0,0,1
7.6,35,1,-1.49389,1
7.6,25,1,-18.2447,1
7.6,45,1,-16.9251,1
7.6,48,0,0,1
7.7,20,0,0,1
7.7,60,0,0,1
7.7,35,1,-19.9213,1
7.7,60,0,0,1
7.7,40,0,0,1
7.7,30,0,0,1
7.7,35,1,-133.243,1
7.7,33,1,-75.5987,1
7.7,51,0,0,1
7.7,48,0,0,1
7.7,33,0,0,1
7.7,44,0,0,1
7.7,24,0,0,1
7.7,25,0,0,1
7.7,15,1,-10.9111,1
7.7,10,0,0,1
7.7,40,0,0,1
7.7,17,0,0,1
7.7,20,0,0,1
7.7,30,0,0,1
7.7,33,0,0,1
7.7,33,0,0,1
7.7,167,0,0,1
7.7,34,0,0,1
7.7,40,1,-34.1511,1
7.7,14,1,-0.119586,1
7.7,60,0,0,1
7.7,60,0,0,1
7.8,60,0,0,1
7.8,33,0,0,1
7.8,33,0,0,1
7.8,50,0,0,1
7.8,35,0,0,1
7.8,33,0,0,1
7.8,25,0,0,1
7.8,20,1,-1.44951,1
7.8,47,0,0,1
7.8,83,0,0,1
7.8,23,1,-1.63162,1
7.8,22,0,0,1
7.8,58,1,-23.2255,1
7.8,33,0,0,1
7.8,33,0,0,1
7.8,24,0,0,1
7.8,29,0,0,1
7.8,34,1,-1.68125,1
7.8,15,0,0,1
7.8,28,0,0,1
7.8,59,0,0,1
7.8,18,0,0,1
7.8,27,0,0,1
7.8,33,1,-5.05323,1
7.8,33,0,0,1
7.8,153,0,0,1
7.8,12,1,-0.0849733,1
7.8,31,0,0,1
7.8,20,0,0,1
7.8,10,0,0,1
7.8,24,0,0,1
7.8,21,1,-5.83165,1
7.8,41,0,0,1
7.8,35,0,0,1
7.8,35,0,0,1
7.8,35,0,0,1
7.8,30,1,-106.18,1
7.9,33,0,0,1
7.9,33,0,0,1
7.9,54,1,-76.5069,1
7.9,55,0,0,1
7.9,15,0,0,1
7.9,25,0,0,1
7.9,28,0,0,1
7.9,43,0,0,1
7.9,47,0,0,1
7.9,48,0,0,1
7.9,49,0,0,1
7.9,5,1,-1.1533,1
7.9,33,0,0,1
7.9,89,0,0,1
7.9,10,0,0,1
7.9,33,0,0,1
7.9,24,0,0,1
7.9,33,0,0,1
7.9,10,0,0,1
7.9,24,0,0,1
7.9,108,0,0,1
7.9,103,0,0,1
7.9,136,0,0,1
7.9,35,0,0,1
7.9,35,0,0,1
8,70,0,0,1
8,30,0,0,1
8,70,0,0,1
8,33,0,0,1
8,100,0,0,1
8,160,0,0,1
8,60,0,0,1
8,33,0,0,1
8,33,0,0,1
8,33,0,0,1
8,33,1,-1.59329,1
8,28,1,-15.9574,1
8,31,0,0,1
8,46,1,-22.3568,1
8,33,1,-7.72175,1
8,33,0,0,1
8,55,0,0,1
8,39,0,0,1
8,150,0,0,1
8.1,15,0,0,1
8.1,25,0,0,1
8.1,33,1,-43.6883,1
8.1,30,0,0,1
8.1,20,0,0,1
8.1,45,0,0,1
8.1,38,0,0,1
8.1,13,0,0,1
8.1,33,0,0,1
8.1,10,0,0,1
8.1,10,0,0,1
8.1,10,0,0,1
8.1,10,0,0,1
8.1,18,0,0,1
8.1,33,0,0,1
8.1,10,0,0,1
8.2,33,0,0,1
8.2,25,0,0,1
8.2,35,0,0,1
8.2,60,0,0,1
8.2,35,1,-23.6638,1
8.2,7,0,0,1
8.2,30,0,0,1
8.2,33,0,0,1
8.2,25,0,0,1
8.2,20,0,0,1
8.2,25,0,0,1
8.3,33,0,0,1
8.3,75,0,0,1
8.3,33,0,0,1
8.3,100,0,0,1
8.3,30,0,0,1
8.3,25,0,0,1
8.3,33,0,0,1
8.3,19,0,0,1
8.3,40,0,0,1
8.3,14,0,0,1
8.3,27,0,0,1
8.3,10,0,0,1
8.3,22,0,0,1
8.3,33,1,-3.08092,1
8.4,30,1,-16.2828,1
8.4,35,0,0,1
8.4,33,0,0,1
8.4,34,0,0,1
8.4,40,0,0,1
8.4,25,0,0,1
8.5,60,0,0,1
8.5,30,1,-5.23181,1
8.5,30,0,0,1
8.5,70,0,0,1
8.5,25,0,0,1
8.5,13,0,0,1
8.6,33,0,0,1
8.6,20,0,0,1
8.7,33,0,0,1
8.7,35,1,-46.2504,1
8.7,36,0,0,1
8.7,30,1,-0.75595,1
8.8,25,0,0,1
8.8,23,0,0,1
9,22,0,0,1
9.1,30,0,0,1
9.1,30,0,0,1
9.5,33,1,-3.15413,1
