4.4,30,0,0,1
4.5,33,0,0,1
4.6,7,1,-13.7355,1
5.1,7,0,0,1
5.1,23,0,0,1
5.3,11,0,0,1
5.3,27,0,0,1
5.3,33,0,0,1
5.4,29,1,-0.507286,1
5.4,53,1,-0.240818,1
5.5,29,0,0,1
5.5,41,0,0,1
5.5,33,0,0,1
5.7,39,0,0,1
5.7,33,0,0,1
5.7,8,0,0,1
5.7,33,0,0,1
5.7,33,0,0,1
5.8,33,0,0,1
5.8,12,0,0,1
5.9,150,0,0,1
5.9,26,0,0,1
6,33,0,0,1
6,27,0,0,1
6,60,0,0,1
6,29,1,-0.586128,1
6,21,0,0,1
6,29,1,-3.8602,1
6,33,0,0,1
6.1,30,0,0,1
6.1,17,0,0,1
6.1,10,1,-0.90984,1
6.1,10,0,0,1
6.1,20,0,0,1
6.1,10,0,0,1
6.1,10,0,0,1
6.1,5,1,-11.1088,1
6.1,33,1,-5.0564,1
6.1,100,0,0,1
6.2,16,0,0,1
6.2,15,0,0,1
6.2,10,0,0,1
6.2,5,0,0,1
6.2,33,0,0,1
6.3,33,0,0,1
6.3,20,0,0,1
6.3,40,0,0,1
6.3,10,0,0,1
6.3,11,0,0,1
6.3,13,0,0,1
6.3,14,0,0,1
6.3,11,0,0,1
6.3,18,0,0,1
6.4,20,0,0,1
6.4,20,0,0,1
6.4,30,0,0,1
6.4,10,0,0,1
6.4,22,0,0,1
6.4,13,0,0,1
6.4,14,0,0,1
6.4,13,0,0,1
6.4,40,0,0,1
6.4,10,0,0,1
6.4,33,0,0,1
6.4,33,1,-11.4577,1
6.4,29,1,-9.74001,1
6.4,10,0,0,1
6.4,33,0,0,1
6.5,33,0,0,1
6.5,16,0,0,1
6.5,15,0,0,1
6.5,20,0,0,1
6.5,40,0,0,1
6.5,10,0,0,1
6.5,41,0,0,1
6.5,10,0,0,1
6.5,10,0,0,1
6.5,10,0,0,1
6.5,21,0,0,1
6.5,25,0,0,1
6.5,24,0,0,1
6.5,17,0,0,1
6.5,10,1,-12.859,1
6.5,11,0,0,1
6.5,150,0,0,1
6.5,33,0,0,1
6.5,44,1,-452.055,1
6.6,20,0,0,1
6.6,80,0,0,1
6.6,60,0,0,1
6.6,38,0,0,1
6.6,6,0,0,1
6.6,33,0,0,1
6.6,29,1,-30.77,1
6.6,26,0,0,1
6.6,26,0,0,1
6.6,10,0,0,1
6.6,10,0,0,1
6.6,28,0,0,1
6.6,10,0,0,1
6.6,26,1,-0.560606,1
6.6,100,0,0,1
6.6,33,0,0,1
6.6,20,0,0,1
6.6,35,0,0,1
6.6,33,0,0,1
6.7,10,0,0,1
6.7,20,0,0,1
6.7,30,0,0,1
6.7,14,0,0,1
6.7,2,0,0,1
6.7,43,0,0,1
6.7,33,0,0,1
6.7,33,1,-0.206988,1
6.7,48,0,0,1
6.7,54,0,0,1
6.7,20,0,0,1
6.7,20,1,-7.90884,1
6.7,22,0,0,1
6.7,49,1,-13.8734,1
6.7,17,0,0,1
6.7,19,0,0,1
6.7,30,1,-3.60299,1
6.7,39,0,0,1
6.7,8,0,0,1
6.7,21,0,0,1
6.7,20,0,0,1
6.7,20,0,0,1
6.7,23,0,0,1
6.7,12,0,0,1
6.7,12,0,0,1
6.7,14,0,0,1
6.7,48,0,0,1
6.7,18,1,-20.6557,1
6.8,40,0,0,1
6.8,33,0,0,1
6.8,17,0,0,1
6.8,40,0,0,1
6.8,40,0,0,1
6.8,15,0,0,1
6.8,33,0,0,1
6.8,46,0,0,1
6.8,33,0,0,1
6.8,53,0,0,1
6.8,17,0,0,1
6.8,23,0,0,1
6.8,20,0,0,1
6.8,14,0,0,1
6.8,12,0,0,1
6.8,25,0,0,1
6.8,15,0,0,1
6.8,28,0,0,1
6.8,32,0,0,1
6.8,50,0,0,1
6.8,33,1,-3.18453,1
6.8,93,0,0,1
6.8,35,0,0,1
6.9,13,1,-14.0231,1
6.9,33,1,-37.5736,1
6.9,35,0,0,1
6.9,10,0,0,1
